1	0.16783	0.32225	0.7891	0.49528	0.30827	-0.13496	0.11024
2	0.093713	0.26057	0.79178	0.54443	0.27044	-0.18755	0.13939
3	0.046738	0.20737	0.81582	0.53783	0.31633	-0.14053	0.15168
4	0.031969	0.18368	0.82558	0.5326	0.3214	-0.089907	0.14717
5	0.022456	0.19581	0.82231	0.53382	0.35339	-0.095144	0.1436
6	-0.021575	0.16872	0.79011	0.5889	0.29524	-0.18492	0.17156
7	-0.048319	0.13621	0.81079	0.56721	0.30096	-0.13733	0.18565
8	-0.07358	0.13517	0.807	0.57014	0.3342	-0.13976	0.18379
9	-0.042151	0.15021	0.81841	0.55305	0.34902	-0.091093	0.18766
10	-0.016365	0.1515	0.83796	0.52402	0.34982	-0.04573	0.18052
11	-0.031177	0.1863	0.82333	0.53521	0.38368	-0.048047	0.19134
12	-0.06833	0.15091	0.7911	0.58883	0.29196	-0.18711	0.22485
13	-0.10146	0.11448	0.7945	0.58768	0.33437	-0.13544	0.22747
14	-0.073454	0.12854	0.81571	0.55919	0.33443	-0.08723	0.22545
15	-0.082281	0.13442	0.7997	0.57935	0.37988	-0.09111	0.23232
16	-0.070013	0.13872	0.83455	0.52857	0.3411	-0.04363	0.22186
17	-0.08005	0.13889	0.80897	0.56557	0.37832	-0.03874	0.23373
18	-0.1987	0.03937	0.75473	0.62398	0.27006	-0.18067	0.24309
19	-0.17979	0.045613	0.75036	0.63448	0.31494	-0.17216	0.25689
20	-0.15295	0.052895	0.77571	0.60998	0.32633	-0.12425	0.25559
21	-0.16436	0.081309	0.75789	0.62609	0.37015	-0.12572	0.26298
22	-0.14969	0.045332	0.80233	0.57603	0.33084	-0.08318	0.25302
23	-0.1546	0.078458	0.78233	0.59825	0.36524	-0.08273	0.26359
24	-0.15137	0.060676	0.82778	0.53683	0.33412	-0.041866	0.25695
25	-0.19408	0.032537	0.81172	0.5499	0.35952	-0.042589	0.25877
26	-0.15645	0.087638	0.82414	0.53725	0.36958	0.010867	0.27197
27	-0.17645	0.12314	0.79044	0.57351	0.41464	0.0088121	0.27156
28	-0.20245	0.073505	0.74954	0.62594	0.25817	-0.17976	0.30095
29	-0.21283	0.05587	0.76619	0.60377	0.30352	-0.12937	0.31146
30	-0.18901	0.078048	0.78636	0.58294	0.32082	-0.082032	0.29926
31	-0.19902	0.082519	0.76299	0.60946	0.37274	-0.080859	0.30898
32	-0.17536	0.08125	0.81157	0.55137	0.32776	-0.038332	0.29321
33	-0.19702	0.082506	0.79116	0.5731	0.36429	-0.039277	0.30088
34	-0.19504	0.094054	0.80594	0.55097	0.37061	0.0045792	0.30596
35	-0.31768	-0.063987	0.71798	0.61603	0.2691	-0.18376	0.32119
36	-0.2883	-0.055236	0.75663	0.58424	0.26776	-0.13372	0.31472
37	-0.27634	-0.022606	0.74164	0.61081	0.30843	-0.12997	0.32537
38	-0.26525	0.0017662	0.76181	0.59101	0.32495	-0.083001	0.33023
39	-0.26649	0.020454	0.7445	0.61179	0.35898	-0.081168	0.33928
40	-0.21019	0.041134	0.79194	0.5718	0.33071	-0.03694	0.33598
41	-0.23076	0.037314	0.77247	0.59046	0.36163	-0.041017	0.34768
42	-0.2108	0.064548	0.78678	0.57652	0.36862	0.0079222	0.34363
43	-0.28987	-0.035729	0.7117	0.63889	0.21124	-0.17712	0.35825
44	-0.29241	-0.019084	0.69159	0.66018	0.26061	-0.17805	0.37533
45	-0.28574	-0.0083382	0.73335	0.61682	0.26676	-0.1284	0.37457
46	-0.30099	-0.007422	0.71261	0.63367	0.31262	-0.13008	0.37363
47	-0.25803	0.0020182	0.7658	0.58904	0.27426	-0.08504	0.36915
48	-0.27749	-0.0079606	0.75031	0.59998	0.30802	-0.085439	0.37409
49	-0.28155	0.030843	0.72769	0.62469	0.36268	-0.084433	0.37779
50	-0.25313	0.019882	0.77671	0.57641	0.3224	-0.038958	0.37403
51	-0.25994	0.027544	0.75302	0.60385	0.35028	-0.036397	0.38689
52	-0.24939	0.047499	0.76794	0.58806	0.35922	0.012571	0.38982
53	-0.33883	-0.054968	0.68934	0.63795	0.19802	-0.1804	0.39953
54	-0.34704	-0.06759	0.6793	0.64308	0.25526	-0.17517	0.40296
55	-0.32616	-0.06383	0.71736	0.61232	0.22985	-0.13358	0.40027
56	-0.32965	-0.062967	0.7069	0.62263	0.25751	-0.13061	0.4054
57	-0.33801	-0.049192	0.69617	0.63141	0.314	-0.12981	0.4043
58	-0.32152	-0.050418	0.74445	0.58299	0.2764	-0.086899	0.4015
59	-0.32313	-0.038278	0.72406	0.60816	0.30614	-0.087507	0.40731
60	-0.30468	-0.046979	0.77411	0.55292	0.27748	-0.04585	0.40971
61	-0.31424	-0.038489	0.75499	0.57425	0.30754	-0.044093	0.41641
62	-0.3204	0.0014687	0.73124	0.60218	0.35861	-0.040253	0.41463
63	-0.30211	0.0079626	0.76483	0.56895	0.33381	0.0049014	0.4103
64	-0.32054	0.011379	0.7472	0.58208	0.35503	0.003157	0.4187
65	-0.42133	-0.15488	0.6359	0.6278	0.16814	-0.18269	0.4281
66	-0.39999	-0.12999	0.64459	0.63845	0.21572	-0.18139	0.41977
67	-0.39099	-0.12222	0.6785	0.60978	0.2252	-0.13393	0.42997
68	-0.39902	-0.13071	0.66241	0.62041	0.28201	-0.13599	0.43385
69	-0.42983	-0.15316	0.70305	0.54545	0.23585	-0.09526	0.42899
70	-0.42599	-0.13602	0.69495	0.5631	0.26758	-0.094033	0.42992
71	-0.42537	-0.12463	0.67642	0.5882	0.30846	-0.082855	0.44228
72	-0.41808	-0.10446	0.74362	0.51119	0.22625	-0.04738	0.43474
73	-0.42886	-0.11015	0.72343	0.52971	0.26667	-0.044636	0.44232
74	-0.44789	-0.072	0.69754	0.55466	0.31121	-0.044213	0.44223
75	-0.42432	-0.066803	0.72642	0.53647	0.32195	0.0026836	0.44538
76	-0.5395	-0.18641	0.60159	0.55882	0.11996	-0.20018	0.45903
77	-0.53768	-0.18139	0.60868	0.55454	0.13876	-0.19615	0.4629
78	-0.51444	-0.17336	0.61573	0.57112	0.17428	-0.19188	0.47289
79	-0.49993	-0.1724	0.64458	0.55214	0.1451	-0.14445	0.47033
80	-0.49013	-0.17202	0.64622	0.55909	0.16869	-0.14161	0.47134
81	-0.47365	-0.15826	0.64879	0.57418	0.22591	-0.13886	0.47041
82	-0.45953	-0.16917	0.68658	0.53741	0.19048	-0.093531	0.47523
83	-0.45491	-0.15495	0.6785	0.55559	0.22162	-0.093676	0.4777
84	-0.45064	-0.15186	0.67194	0.56776	0.26589	-0.091896	0.47829
85	-0.4484	-0.16391	0.71989	0.50382	0.18948	-0.04623	0.48322
86	-0.43427	-0.15754	0.71913	0.51907	0.22579	-0.049703	0.47359
87	-0.44298	-0.13526	0.69312	0.55232	0.27408	-0.046552	0.47912
88	-0.44431	-0.12223	0.72022	0.51859	0.28093	-0.0029524	0.47549
89	-0.45655	-0.10749	0.69587	0.54386	0.32437	-0.0080093	0.47906
90	-0.59758	-0.31798	0.50976	0.53097	0.093608	-0.18813	0.48492
91	-0.58611	-0.29005	0.57334	0.49357	0.11995	-0.1521	0.48291
92	-0.56002	-0.27315	0.59221	0.51093	0.14678	-0.15333	0.47854
93	-0.53993	-0.25468	0.58751	0.5463	0.19355	-0.14844	0.4885
94	-0.57433	-0.25863	0.61003	0.48074	0.11851	-0.10649	0.48944
95	-0.55496	-0.25278	0.62071	0.49279	0.14661	-0.09776	0.50203
96	-0.55155	-0.24315	0.61994	0.50234	0.17808	-0.09249	0.50565
97	-0.54429	-0.23606	0.60646	0.52937	0.23429	-0.10263	0.50598
98	-0.55272	-0.2341	0.65397	0.46047	0.15174	-0.058362	0.50124
99	-0.55101	-0.22925	0.65642	0.46147	0.17318	-0.054271	0.50252
100	-0.55237	-0.216	0.64256	0.48512	0.22733	-0.052322	0.50813
101	-0.49903	-0.20564	0.69275	0.47831	0.21924	0.00015927	0.51968
102	-0.4876	-0.1783	0.66238	0.5401	0.27178	0.0060417	0.52559
103	-0.5513	-0.26278	0.58415	0.53459	0.053371	-0.14306	0.55278
104	-0.54164	-0.25449	0.58779	0.54439	0.14304	-0.13907	0.55677
105	-0.61268	-0.26919	0.58586	0.45709	0.05708	-0.10104	0.55309
106	-0.58122	-0.25504	0.60521	0.48048	0.10426	-0.098615	0.55582
107	-0.56659	-0.25446	0.60597	0.49702	0.13311	-0.092368	0.55914
108	-0.55147	-0.24585	0.60891	0.51445	0.18936	-0.087074	0.55683
109	-0.61184	-0.259	0.61786	0.4205	0.06671	-0.050932	0.55737
110	-0.58695	-0.25306	0.62745	0.44471	0.10826	-0.058073	0.56087
111	-0.57743	-0.25194	0.62656	0.45883	0.14175	-0.053186	0.56324
112	-0.56897	-0.23635	0.62451	0.48	0.19301	-0.051672	0.56228
113	-0.56703	-0.23602	0.64998	0.44755	0.1549	-0.0056887	0.56492
114	-0.54878	-0.21779	0.64853	0.48043	0.18846	-0.0030271	0.56536
